cases.0.case_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.tissue_type	cases.0.samples.0.tumor_descriptor	cases.0.samples.1.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.1.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.1.sample_id	cases.0.samples.1.sample_type	cases.0.samples.1.submitter_id	cases.0.samples.1.tissue_type	cases.0.samples.1.tumor_descriptor	cases.0.samples.2.portions.0.analytes.0.aliquots.0.aliquot_id	cases.0.samples.2.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.2.sample_id	cases.0.samples.2.sample_type	cases.0.samples.2.submitter_id	cases.0.samples.2.tissue_type	cases.0.samples.2.tumor_descriptor	cases.0.submitter_id	data_category	data_type	file_id	file_name	id
bfaba069-0914-46b4-927d-b5ea3a4a341f	3833acbb-2ea2-4442-90af-6b009ae2543b	TCGA-GU-A767-01A-11R-A32O-07	95c5614a-96ad-4252-bb62-dc2abfd6786b	Primary Tumor	TCGA-GU-A767-01A	Not Reported																TCGA-GU-A767	Transcriptome Profiling	Gene Expression Quantification	0b6e6037-384c-40f9-b8f2-706e88fa6a8e	a4249cc5-3d27-4662-b528-5878bb89380b.FPKM-UQ.txt.gz	0b6e6037-384c-40f9-b8f2-706e88fa6a8e
f954de05-1b44-4087-8933-6cc72d81028d	1adf0e70-b1fb-4862-8a01-6454b09636f4	TCGA-E9-A1N5-01A-11R-A14D-07	cc07e1f1-e1e7-4335-ab8b-b7bebef1669f	Primary Tumor	TCGA-E9-A1N5-01A	Not Reported																TCGA-E9-A1N5	Transcriptome Profiling	Gene Expression Quantification	a20950c5-63ec-44cb-87fc-eeb9e2dcf07d	c1c978e4-95c1-4d48-9f83-b290656f1995.FPKM-UQ.txt.gz	a20950c5-63ec-44cb-87fc-eeb9e2dcf07d
ec77a23d-84f5-47e4-bf2a-fa1c03baf3db	2e41bc6a-bece-4b6d-a646-be9b98707bba	TCGA-E2-A15F-01A-11R-A115-07	996911f9-c9fe-48d8-aa35-5672610e72fb	Primary Tumor	TCGA-E2-A15F-01A	Not Reported																TCGA-E2-A15F	Transcriptome Profiling	Gene Expression Quantification	306ebb1d-51ce-42ff-85a2-a4a0265c8e3c	157d34d0-1e1b-4004-9141-34bfe201788c.FPKM-UQ.txt.gz	306ebb1d-51ce-42ff-85a2-a4a0265c8e3c
ba39bfbc-5cac-4f6c-b55c-4eee3466ee93	f6745ef4-b601-4d5f-bb7a-0bf7e1f1671d	TCGA-BH-A0DL-11A-13R-A115-07	471df7ad-c811-4411-9ade-277233a1053f	Solid Tissue Normal	TCGA-BH-A0DL-11A	Not Reported																TCGA-BH-A0DL	Transcriptome Profiling	Gene Expression Quantification	f2dd73ac-899e-4a24-9ed1-7d7e7f21b36c	352a2653-8001-44cd-852c-288684114104.FPKM-UQ.txt.gz	f2dd73ac-899e-4a24-9ed1-7d7e7f21b36c
cab38ea8-4555-413c-b81e-4621aac4ef85	fe1a74fd-c9b4-405b-86a7-61bcb75f825d	TCGA-BH-A0H5-11A-62R-A115-07	dec6391b-6fe8-487e-a80e-aff0bc7bc136	Solid Tissue Normal	TCGA-BH-A0H5-11A	Not Reported																TCGA-BH-A0H5	Transcriptome Profiling	Gene Expression Quantification	8343aaed-1912-4228-a5e5-109d1e9dbb47	2eeb46a1-0422-4a77-b58d-3b7d57d51b44.FPKM-UQ.txt.gz	8343aaed-1912-4228-a5e5-109d1e9dbb47
62d70067-ff77-4f95-8b69-f537abaf74ce	ddb6efb2-2ef7-42a0-b00d-42c5b0fc6aef	TCGA-D8-A1J8-01A-11R-A13Q-07	781d285c-5b2a-4d42-b35e-3840d954070b	Primary Tumor	TCGA-D8-A1J8-01A	Not Reported																TCGA-D8-A1J8	Transcriptome Profiling	Gene Expression Quantification	67d37ba4-c5d8-49ce-8e1f-b912cc9a9c3d	fd39d52c-5ae1-429c-b85c-96321db417d3.FPKM-UQ.txt.gz	67d37ba4-c5d8-49ce-8e1f-b912cc9a9c3d
f6ed684f-ee7a-496c-80d5-6eacd494d16a	44225bb7-92c6-4a6d-b136-bc51666ba84a	TCGA-AO-A12B-01A-11R-A10J-07	cac72f1c-d337-4e20-8ba0-e48126517a66	Primary Tumor	TCGA-AO-A12B-01A	Not Reported																TCGA-AO-A12B	Transcriptome Profiling	Gene Expression Quantification	9201f8b0-162b-49b0-b750-4a2e7488382d	1c421a13-81a2-49de-b0a1-a2c0dc563357.FPKM-UQ.txt.gz	9201f8b0-162b-49b0-b750-4a2e7488382d
4756acc0-4e96-44d4-b359-04d64dc7eb84	212eae3c-4ad5-48e0-90af-b6fe1dfc5554	TCGA-ZX-AA5X-01A-11R-A42T-07	01bd30a6-0600-4e53-8ef0-bfb5f09fc88d	Primary Tumor	TCGA-ZX-AA5X-01A	Not Reported																TCGA-ZX-AA5X	Transcriptome Profiling	Gene Expression Quantification	e77ec5df-88a3-4d72-ab0c-272beb3b0931	c0e77c30-8cd2-4844-8d1c-8049064847cb.FPKM-UQ.txt.gz	e77ec5df-88a3-4d72-ab0c-272beb3b0931
38a8b734-9acc-42f9-b5b7-e51b0dfc6504	98b2b18a-004d-459c-8aba-499d06897910	TCGA-A8-A092-01A-11R-A00Z-07	8b5c7e4d-a220-4499-9e38-7deacc1776a2	Primary Tumor	TCGA-A8-A092-01A	Not Reported																TCGA-A8-A092	Transcriptome Profiling	Gene Expression Quantification	bd7fff92-108e-4504-8697-3c800ccc0abe	3fcf11cb-f4ef-4adf-ae8c-f6f225fafebd.FPKM-UQ.txt.gz	bd7fff92-108e-4504-8697-3c800ccc0abe
9dd97821-7afd-4982-8b1d-f14f845b79f7	6f3cb879-cf6d-4347-8aae-b6a6ee7a4274	TCGA-BT-A2LD-01A-12R-A20F-07	aeb379d5-b157-4bce-82c5-0cd0077db01f	Primary Tumor	TCGA-BT-A2LD-01A	Not Reported																TCGA-BT-A2LD	Transcriptome Profiling	Gene Expression Quantification	d0858ec6-ae39-4950-a23c-495780fcd82d	34dbf011-cc93-4188-97c5-e5ade331435c.FPKM-UQ.txt.gz	d0858ec6-ae39-4950-a23c-495780fcd82d
5ed024e8-d05e-4c65-9441-eda9930ccc82	8cf1853a-55b2-4fb9-9a65-a46243304d54	TCGA-A7-A26G-01A-21R-A169-07	f0cf4acd-6b09-4538-b58c-e86c623b6c71	Primary Tumor	TCGA-A7-A26G-01A	Not Reported																TCGA-A7-A26G	Transcriptome Profiling	Gene Expression Quantification	eb0c2c75-fcf0-451d-b3c6-63e08abed8b7	c56cda8a-0755-4715-9c46-5bc6280a5bf0.FPKM-UQ.txt.gz	eb0c2c75-fcf0-451d-b3c6-63e08abed8b7
307b742a-3340-41ae-8e41-934b58bbd48d	cd60a525-6c86-4107-8ced-fa2a5a5af0d5	TCGA-AT-A5NU-01A-11R-A28H-07	b6842eaf-c8ee-45dd-8b90-bf93b183d40f	Primary Tumor	TCGA-AT-A5NU-01A	Not Reported																TCGA-AT-A5NU	Transcriptome Profiling	Gene Expression Quantification	5c234275-6f83-4f79-b130-bea3a2a2b480	ebac55d9-36dc-4632-8d99-a25464346630.FPKM-UQ.txt.gz	5c234275-6f83-4f79-b130-bea3a2a2b480
aadcf26b-c398-489f-a86a-e8db1b5db456	433eed62-f9d3-440a-bc04-f0156c70ee65	TCGA-GD-A6C6-01A-21R-A31N-07	cc838dca-08f1-43e4-b483-35af5899bda3	Primary Tumor	TCGA-GD-A6C6-01A	Not Reported																TCGA-GD-A6C6	Transcriptome Profiling	Gene Expression Quantification	2996e50f-26d0-42ac-a061-562fdd31ae60	749d2d3e-a2bd-4f3e-a3fa-22a7e0a3ee9c.FPKM-UQ.txt.gz	2996e50f-26d0-42ac-a061-562fdd31ae60
3db2fdbb-ef0e-4a5d-8fb2-4e6756d29b17	8504f4e3-9c72-441c-bf25-99e703c5d27d	TCGA-2Z-A9JQ-01A-11R-A42S-07	b90b18c0-2c1f-45f6-a3cb-1bb0341f742f	Primary Tumor	TCGA-2Z-A9JQ-01A	Not Reported																TCGA-2Z-A9JQ	Transcriptome Profiling	Gene Expression Quantification	c83df78c-5765-4d1e-b5e7-3a0df4d1ebc8	ff4c5ac9-fd9a-40a9-9d70-1c890ca04332.FPKM-UQ.txt.gz	c83df78c-5765-4d1e-b5e7-3a0df4d1ebc8
a40beabe-496e-4324-a1d1-5a7d8b002aab	d534dba4-b034-4451-9886-d66cdb7c7ef7	TCGA-MH-A560-01A-11R-A26U-07	2697d1de-3d7e-4bd6-9ede-7516bd10a701	Primary Tumor	TCGA-MH-A560-01A	Not Reported																TCGA-MH-A560	Transcriptome Profiling	Gene Expression Quantification	7561e4cc-88fa-4343-b97d-a7e1071a19f3	c6b9b16f-e8c4-4e8b-8369-4965ed94c04f.FPKM-UQ.txt.gz	7561e4cc-88fa-4343-b97d-a7e1071a19f3
9434687a-197c-4959-b6b8-9c05f1dd7f53	e89806d3-1cd5-4bc0-8e8a-edf823d8f110	TCGA-B6-A3ZX-01A-11R-A239-07	38f37f0c-75d2-4a56-b62a-9472a9c3ae13	Primary Tumor	TCGA-B6-A3ZX-01A	Not Reported																TCGA-B6-A3ZX	Transcriptome Profiling	Gene Expression Quantification	42321675-1ac2-40d7-8560-2f5411238fe5	2e528e8d-46a5-42b0-aa58-d266b30190b0.FPKM-UQ.txt.gz	42321675-1ac2-40d7-8560-2f5411238fe5
f130f376-5801-40f9-975d-a7e2f7b5670d	3f3bdfbb-3490-42e4-9511-9df4b8a126a3	TCGA-A7-A0DB-11A-33R-A089-07	e2566ada-c2bf-4c25-bcd0-9f49f2d0b4a2	Solid Tissue Normal	TCGA-A7-A0DB-11A	Not Reported																TCGA-A7-A0DB	Transcriptome Profiling	Gene Expression Quantification	87804ab0-ff49-4c88-8bfe-5b1a88330f2f	7bca938a-45fa-4a07-ba7b-71796388e645.FPKM-UQ.txt.gz	87804ab0-ff49-4c88-8bfe-5b1a88330f2f
9ba11ea8-97d3-464a-90a4-ec1151be9088	2ca5942e-dcbf-46f1-8427-1ea7216dc559	TCGA-PL-A8LY-01A-11R-A41B-07	cb389c7a-50d4-4f2d-9c5c-c1fff17e442a	Primary Tumor	TCGA-PL-A8LY-01A	Not Reported																TCGA-PL-A8LY	Transcriptome Profiling	Gene Expression Quantification	28680b3d-4aef-4f5a-b701-0f076d916c6f	56ce81a1-b4ae-4567-a140-4a68c34aabf3.FPKM-UQ.txt.gz	28680b3d-4aef-4f5a-b701-0f076d916c6f
ac68d219-5670-4ddd-8df6-8aa7ad59e5c7	b21367b5-91a3-4546-ba89-e33c462cb75b	TCGA-EW-A1OV-01A-11R-A144-07	684196da-0213-497f-b239-7b5e76b01d0e	Primary Tumor	TCGA-EW-A1OV-01A	Not Reported																TCGA-EW-A1OV	Transcriptome Profiling	Gene Expression Quantification	b3b6f8e4-c5ae-4fb0-96da-29de11d67a36	0827bd64-de4e-45bc-9e75-a9bdce41f4a5.FPKM-UQ.txt.gz	b3b6f8e4-c5ae-4fb0-96da-29de11d67a36
6af6d256-a753-46d2-b611-e4094ff265aa	0aad6d2a-1699-4403-8d45-f0b315ec89c7	TCGA-LL-A9Q3-01A-11R-A41B-07	1152ad19-6fb1-4dfe-af73-b74323a47ac7	Primary Tumor	TCGA-LL-A9Q3-01A	Not Reported																TCGA-LL-A9Q3	Transcriptome Profiling	Gene Expression Quantification	bf16809f-983d-42c1-8078-f1d0eed15dc3	bc6d88b7-1139-4be5-a1c5-7dab273b0997.FPKM-UQ.txt.gz	bf16809f-983d-42c1-8078-f1d0eed15dc3
9bb5d187-033e-4e86-a76e-e1a6d20488f7	169e537f-9ffc-4d56-9e77-1f38951ee3d3	TCGA-DK-A3WY-01A-11R-A22U-07	33d579b3-198d-46ca-b2cf-574a0673e26f	Primary Tumor	TCGA-DK-A3WY-01A	Not Reported																TCGA-DK-A3WY	Transcriptome Profiling	Gene Expression Quantification	d6304ce8-fb16-4c34-9f8b-c1f1b501793f	15a2b972-3034-4456-b88f-960c9de9a7aa.FPKM-UQ.txt.gz	d6304ce8-fb16-4c34-9f8b-c1f1b501793f
08de63a2-7b76-43c3-80dc-df748b1d81bc	9efdba02-2752-4c89-bb53-e8018f5aa7bf	TCGA-A1-A0SQ-01A-21R-A144-07	58d073a2-68b8-4f48-ba5e-020258abef71	Primary Tumor	TCGA-A1-A0SQ-01A	Not Reported																TCGA-A1-A0SQ	Transcriptome Profiling	Gene Expression Quantification	707216db-5584-4eba-971c-0c9beefae300	9023df26-92cb-4dd9-8f2c-629dfaddd88b.FPKM-UQ.txt.gz	707216db-5584-4eba-971c-0c9beefae300
98784bbe-e286-48df-838d-1a88040658bf	625af8d9-87a0-4017-833b-962fad1f79e5	TCGA-VS-A9U6-01A-11R-A42T-07	caab3aab-214b-4ab3-823b-b8fe790514cc	Primary Tumor	TCGA-VS-A9U6-01A	Not Reported																TCGA-VS-A9U6	Transcriptome Profiling	Gene Expression Quantification	5c6d3c6c-38ca-409d-b5e6-4cf5d3d6490e	08c23975-acc1-4e06-9d4a-8fbcb780e6b9.FPKM-UQ.txt.gz	5c6d3c6c-38ca-409d-b5e6-4cf5d3d6490e
dd3bfb26-b534-4917-9c4d-9fe7b6477762	7391b882-0be5-45b0-aa01-43c3381a476d	TCGA-E9-A1RI-11A-41R-A169-07	10fcee9d-db94-4fb9-a585-893c9d1bdc3d	Solid Tissue Normal	TCGA-E9-A1RI-11A	Not Reported																TCGA-E9-A1RI	Transcriptome Profiling	Gene Expression Quantification	57de7c24-9d7c-48c2-8c9c-152a1e81b710	1f226697-d1b4-4b04-bed9-3bea79fcd755.FPKM-UQ.txt.gz	57de7c24-9d7c-48c2-8c9c-152a1e81b710
ebedab7c-dd7c-448e-8324-78c86f13be8b	dfc4aacd-32b1-4cf8-91f9-3c865cf56ec9	TCGA-BT-A20N-01A-11R-A14Y-07	89ec2dfd-7a0c-4631-958d-d5492bc89f8d	Primary Tumor	TCGA-BT-A20N-01A	Not Reported																TCGA-BT-A20N	Transcriptome Profiling	Gene Expression Quantification	35432634-9504-4970-b843-dd6fff40ef55	42dac8a8-97f4-40f8-b2b9-170ffe3debc3.FPKM-UQ.txt.gz	35432634-9504-4970-b843-dd6fff40ef55
9ddc3e7b-8b54-4a83-8335-8053940f56c1	c3604281-d909-4819-a90e-a1081b1e9d7f	TCGA-BH-A18L-01A-32R-A12D-07	796e565c-3841-425a-bdfb-569776d7c9ac	Primary Tumor	TCGA-BH-A18L-01A	Not Reported																TCGA-BH-A18L	Transcriptome Profiling	Gene Expression Quantification	bc43acfb-2c72-402b-9be9-d42139c182c1	5bc7e90d-0fa4-4bde-bee8-4f9b92de03a2.FPKM-UQ.txt.gz	bc43acfb-2c72-402b-9be9-d42139c182c1
2ab0fb7b-ad2a-403d-9411-712974ccd878	edde0611-3cdb-4f1c-a259-68cb4a905bea	TCGA-DK-A3WW-01A-22R-A23N-07	5f78ba36-59d4-475e-9582-df5e361876b5	Primary Tumor	TCGA-DK-A3WW-01A	Not Reported																TCGA-DK-A3WW	Transcriptome Profiling	Gene Expression Quantification	f852519a-f308-44c9-87dc-d658e1128174	fd74b13e-34e7-4736-a41d-cc5844441520.FPKM-UQ.txt.gz	f852519a-f308-44c9-87dc-d658e1128174
d7195183-9fe4-4b17-bcfd-9367d2e539ce	0507f62d-e776-4efb-bd51-dba9d74090bd	TCGA-B6-A0WT-01A-11R-A109-07	1940c04b-a08a-4cce-9915-483656d5b4c3	Primary Tumor	TCGA-B6-A0WT-01A	Not Reported																TCGA-B6-A0WT	Transcriptome Profiling	Gene Expression Quantification	28faed97-d5a2-4c16-87a0-3d251e39b820	525c4246-ccda-417d-9cde-ee06297094f2.FPKM-UQ.txt.gz	28faed97-d5a2-4c16-87a0-3d251e39b820
9495f029-9882-4c9b-a557-b3aec9e91698	8b0f1897-20d8-492d-9ea9-22f771bbae9d	TCGA-AR-A1AP-01A-11R-A12P-07	550f24b0-a925-41d6-be27-96c827693611	Primary Tumor	TCGA-AR-A1AP-01A	Not Reported																TCGA-AR-A1AP	Transcriptome Profiling	Gene Expression Quantification	a22bf134-cfa4-4916-beda-c8af0ca9ff7c	a1218099-ef29-4229-a2ca-e4f69287f31a.FPKM-UQ.txt.gz	a22bf134-cfa4-4916-beda-c8af0ca9ff7c
08a52bcf-d2e9-497b-938a-4660c332e914	a1ff456d-7a22-4200-a429-c2a41e5c3e04	TCGA-C5-A1MP-01A-11R-A14Y-07	73ff6bac-f086-4cf5-a5cb-c3b4a8d28e55	Primary Tumor	TCGA-C5-A1MP-01A	Not Reported																TCGA-C5-A1MP	Transcriptome Profiling	Gene Expression Quantification	a4d8713c-ab6d-41b4-8235-d2efbdce18d9	29cc568c-564d-4a83-9ab1-fe990f763228.FPKM-UQ.txt.gz	a4d8713c-ab6d-41b4-8235-d2efbdce18d9
9d7fbdeb-ea3d-4e07-8527-23c5997d77cf	9e523e29-ea79-4124-97b4-d9c8686b3ddc	TCGA-XF-AAN7-01A-11R-A42T-07	c1f6f709-4c79-465a-90d4-17e08dfa96cd	Primary Tumor	TCGA-XF-AAN7-01A	Not Reported																TCGA-XF-AAN7	Transcriptome Profiling	Gene Expression Quantification	fd043b22-f33c-4c68-8c71-c562fce86993	817a5168-1b30-4d30-ab20-609769815d4c.FPKM-UQ.txt.gz	fd043b22-f33c-4c68-8c71-c562fce86993
f5d4c2d3-cc69-4b38-8551-0917e3622a68	bd07aa68-708b-4bd3-88b9-78a8b9e298f5	TCGA-AC-A2FO-01A-11R-A180-07	6ab6c7d7-a0b5-4830-94a3-f16bc11ef953	Primary Tumor	TCGA-AC-A2FO-01A	Not Reported																TCGA-AC-A2FO	Transcriptome Profiling	Gene Expression Quantification	506d194b-e9e5-4380-a913-c5292b9bde9b	c6e9cad6-fa27-439a-a5eb-eab1bc1c6a71.FPKM-UQ.txt.gz	506d194b-e9e5-4380-a913-c5292b9bde9b
e7a00d67-2c26-4d1f-bd17-35f659e88bc1	d3169d74-dd69-4c6b-8232-6e15ac2920b9	TCGA-BH-A202-01A-11R-A14M-07	8fa798fe-f032-4d77-b362-06261db78e6d	Primary Tumor	TCGA-BH-A202-01A	Not Reported																TCGA-BH-A202	Transcriptome Profiling	Gene Expression Quantification	3bc21381-f4f7-4dfa-9d77-21266600dc0a	30621023-91a3-4b13-bc10-922491b5f9d3.FPKM-UQ.txt.gz	3bc21381-f4f7-4dfa-9d77-21266600dc0a
f02931f8-d72a-481d-b532-8b141dab115f	3bdcdadf-67da-4a50-b311-81196c0c8362	TCGA-B6-A0WW-01A-11R-A109-07	cbc8cfce-6c77-4b2e-90a1-198eaaba6fde	Primary Tumor	TCGA-B6-A0WW-01A	Not Reported																TCGA-B6-A0WW	Transcriptome Profiling	Gene Expression Quantification	2a8573c3-67e3-4ad0-b43f-a77449e9d5bc	e26f2b4a-ca55-4a0c-b8e7-4f1e21aa6dae.FPKM-UQ.txt.gz	2a8573c3-67e3-4ad0-b43f-a77449e9d5bc
665dd3d3-779c-4abd-b5d7-13342340451d	a8884443-832f-45bb-96a0-dead699cc7e3	TCGA-BH-A18N-01A-11R-A12D-07	dba36215-670e-400f-864e-a46702d49240	Primary Tumor	TCGA-BH-A18N-01A	Not Reported																TCGA-BH-A18N	Transcriptome Profiling	Gene Expression Quantification	a901f435-7524-477c-84cd-e1c41821adb1	892b14a6-b2b6-4860-a7fc-f65beac8530e.FPKM-UQ.txt.gz	a901f435-7524-477c-84cd-e1c41821adb1
4d26dada-5eb7-4d4e-8eb8-f5465c5c3428	e70e1882-b4be-4ed6-9c2d-4e8c84fde633	TCGA-AR-A1AT-01A-11R-A12P-07	cb876006-76a1-4d3d-b58e-c969acb4289d	Primary Tumor	TCGA-AR-A1AT-01A	Not Reported																TCGA-AR-A1AT	Transcriptome Profiling	Gene Expression Quantification	1eea7869-38c6-48be-bcfb-25b6d7bc03f6	bb12bb45-2c4a-46dc-98dd-9acbe2a0c4ee.FPKM-UQ.txt.gz	1eea7869-38c6-48be-bcfb-25b6d7bc03f6
e44f60ec-66c4-45a2-a003-0a1faf1d6e03	b68f9935-3265-4930-a221-61bc9f8e2eda	TCGA-DK-A3IQ-01A-31R-A32Y-07	1e375786-db8f-4a8c-ba1c-c6dd7de1a9be	Primary Tumor	TCGA-DK-A3IQ-01A	Not Reported																TCGA-DK-A3IQ	Transcriptome Profiling	Gene Expression Quantification	a3570a74-9ef6-4740-ae40-e158e8aae7a9	5b341f38-0882-4a42-814b-bb8d614d82e7.FPKM-UQ.txt.gz	a3570a74-9ef6-4740-ae40-e158e8aae7a9
ab34a9a2-d72d-4106-94fb-118844b1b60b	31ff1045-fdc1-4b02-ae0e-880f652adb31	TCGA-A2-A0CQ-01A-21R-A034-07	28d6a08d-f73d-4981-882c-aac092fdebb9	Primary Tumor	TCGA-A2-A0CQ-01A	Not Reported																TCGA-A2-A0CQ	Transcriptome Profiling	Gene Expression Quantification	7583a24d-8346-4532-b787-2b51227f39aa	f4274249-5d92-402a-bce2-d28579e87f33.FPKM-UQ.txt.gz	7583a24d-8346-4532-b787-2b51227f39aa
785ddea1-399d-47d8-b2b0-39e95eaa24b5	851064c8-582a-414a-bfcc-e1042bb9ff7b	TCGA-IR-A3LF-01A-21R-A22U-07	b6a74a02-cd3b-4f0a-bb2f-f90c1d3f6d14	Primary Tumor	TCGA-IR-A3LF-01A	Not Reported																TCGA-IR-A3LF	Transcriptome Profiling	Gene Expression Quantification	118be30f-d16a-4729-be4c-b8ff7a243374	acc49bb5-cbcc-45e8-b04d-04c196db4197.FPKM-UQ.txt.gz	118be30f-d16a-4729-be4c-b8ff7a243374
78c62970-4b48-4dc4-9042-5f48f42818ec	9817f939-fcd5-4130-986b-95228c78e17d	TCGA-VS-A9UJ-01A-11R-A42T-07	edb78cb9-e493-40a3-9f9c-9e1f3a88c768	Primary Tumor	TCGA-VS-A9UJ-01A	Not Reported																TCGA-VS-A9UJ	Transcriptome Profiling	Gene Expression Quantification	2fb8b17b-9d85-40b8-94a4-37c9871dc510	87da3fe3-53aa-44a5-87a5-0f651861e985.FPKM-UQ.txt.gz	2fb8b17b-9d85-40b8-94a4-37c9871dc510
e0375a8b-a135-4103-a59d-39063fcf4a6f	682942cb-589f-4348-abc2-3c7cc76fb34d	TCGA-BH-A0HI-01A-11R-A084-07	838f924a-989c-4642-ba15-d711df6ccb37	Primary Tumor	TCGA-BH-A0HI-01A	Not Reported																TCGA-BH-A0HI	Transcriptome Profiling	Gene Expression Quantification	5fe89650-820d-42d7-a952-7c6192a5e2ec	5018e9b3-06a9-47f9-b6c9-73d6dbaf188c.FPKM-UQ.txt.gz	5fe89650-820d-42d7-a952-7c6192a5e2ec
5c8983f2-9788-4dfa-971c-3ec457b6166e	ee92fcd7-4be2-47c2-9725-1ec425d212cf	TCGA-A2-A0CL-01A-11R-A115-07	73cb9fe3-e820-42ef-af60-acbf07ed9f1d	Primary Tumor	TCGA-A2-A0CL-01A	Not Reported																TCGA-A2-A0CL	Transcriptome Profiling	Gene Expression Quantification	28dfc711-29ab-4d41-99f8-5babd1ecc0e3	1d293e9f-7672-428c-be8d-3d180c8e8590.FPKM-UQ.txt.gz	28dfc711-29ab-4d41-99f8-5babd1ecc0e3
cbe6c328-f7e1-44b2-b4e5-b495f46a7fb7	ccc6510d-4ef3-4471-8fd1-e240fe55d95c	TCGA-DK-AA6L-01A-11R-A39I-07	86cfbaf2-9db7-479e-964e-f3e69cd1dd7c	Primary Tumor	TCGA-DK-AA6L-01A	Not Reported																TCGA-DK-AA6L	Transcriptome Profiling	Gene Expression Quantification	9cf588f5-f651-4a9a-b501-179d48b8fd4c	417c2f85-aaed-4cce-87fa-b312f0861094.FPKM-UQ.txt.gz	9cf588f5-f651-4a9a-b501-179d48b8fd4c
7b8c04d7-824d-493d-8f2c-9ed87a907192	249a179f-25d7-4508-b64c-be08aaafc82a	TCGA-IR-A3LA-01A-11R-A22U-07	7925ea80-8aae-4d99-afe2-74ad1aae6d9d	Primary Tumor	TCGA-IR-A3LA-01A	Not Reported																TCGA-IR-A3LA	Transcriptome Profiling	Gene Expression Quantification	6109eb5c-cc8c-4259-9566-a327ce63f707	8b0cc928-1c58-4687-9a67-a9fa0c0ef663.FPKM-UQ.txt.gz	6109eb5c-cc8c-4259-9566-a327ce63f707
42bcf1a7-2f3a-4ed8-a41d-cdd67e65b928	0cb1b6e8-1a05-472d-9651-126f92d17e73	TCGA-XF-A9SU-01A-31R-A39I-07	abe273cd-9f0d-45ca-b72b-a154685708c1	Primary Tumor	TCGA-XF-A9SU-01A	Not Reported																TCGA-XF-A9SU	Transcriptome Profiling	Gene Expression Quantification	50d23ada-ecfe-4abf-8765-6b0fe3375fbb	676e6ddd-baba-4537-9af5-326f8e715998.FPKM-UQ.txt.gz	50d23ada-ecfe-4abf-8765-6b0fe3375fbb
70931617-b3df-4a12-8e3f-2b2307602f48	3ea9e7f1-39af-4089-b1c0-3c62db4e3102	TCGA-A8-A06X-01A-21R-A00Z-07	504ec583-0496-4d64-bcc9-aa52868cc9f2	Primary Tumor	TCGA-A8-A06X-01A	Not Reported																TCGA-A8-A06X	Transcriptome Profiling	Gene Expression Quantification	5a4044dc-7493-42d0-82dc-f7c81df220c9	318901b4-4f1c-4017-8113-5115747c6a67.FPKM-UQ.txt.gz	5a4044dc-7493-42d0-82dc-f7c81df220c9
92495a89-9974-4f75-99e0-28bd11114460	a40c2a50-5627-4fd2-a6a3-2661c4ee5839	TCGA-E7-A4XJ-01A-11R-A26T-07	d3950f7b-a687-419e-9ad4-ea36c7de4c5d	Primary Tumor	TCGA-E7-A4XJ-01A	Not Reported																TCGA-E7-A4XJ	Transcriptome Profiling	Gene Expression Quantification	c0b67810-0c47-47d2-a8ee-e414680fcfba	982a23b0-6f0b-4bde-b722-978acf79f39b.FPKM-UQ.txt.gz	c0b67810-0c47-47d2-a8ee-e414680fcfba
c694615c-b1c6-499c-8058-995633ebf948	502939cc-3381-4bc2-9ae6-332846cf836b	TCGA-E9-A1RF-01A-11R-A157-07	ca0d78dc-c860-4835-ad07-052f176804a4	Primary Tumor	TCGA-E9-A1RF-01A	Not Reported																TCGA-E9-A1RF	Transcriptome Profiling	Gene Expression Quantification	33e4935e-e837-4469-9d73-8a012ccbb43b	94bedc10-62c2-4bd2-bad9-0ec08c9bf5e9.FPKM-UQ.txt.gz	33e4935e-e837-4469-9d73-8a012ccbb43b
a45833e1-7cc9-4273-b408-620f74679a12	c7f57147-b774-4209-8b7f-2666f59543d8	TCGA-OL-A66O-01A-11R-A31O-07	27bc9f32-2419-4e24-97a1-4136e7be5a39	Primary Tumor	TCGA-OL-A66O-01A	Not Reported																TCGA-OL-A66O	Transcriptome Profiling	Gene Expression Quantification	c99d6985-3ff3-4e8d-9c9b-3e8840b2f93d	bceffa81-996d-4775-a452-23b31a25daf9.FPKM-UQ.txt.gz	c99d6985-3ff3-4e8d-9c9b-3e8840b2f93d
78412f82-cc55-43d5-96ca-1d02cf957725	850b8d7a-7d08-4b7f-ba8a-e77cd8dc308f	TCGA-GL-A59R-11A-11R-A26U-07	7e9a8359-97bd-4f3f-89fa-85161ca78818	Solid Tissue Normal	TCGA-GL-A59R-11A	Not Reported																TCGA-GL-A59R	Transcriptome Profiling	Gene Expression Quantification	7753fe7f-dd92-4742-8fc9-d2e1273822cf	bee0b937-f44a-4d88-9cd0-e16dd712a509.FPKM-UQ.txt.gz	7753fe7f-dd92-4742-8fc9-d2e1273822cf
